pasc,PASC Name Simple,ICD-10-CM Code,ICD-10-CM Code_clean,ICD-10-CM Code Description,selected stringent,selected broader,snomed_code,mapping_source,concept_id,concept_name
Diabetes mellitus with complication,Diabetes mellitus,E133291,E13.3291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",1,1,769244003,imo,35626087,Disorder of right macula due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E10359,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1,1,232020009,imo,4334884,Disorder of macula due to diabetes mellitus
"Musculoskeletal pain, not low back pain",Joint pain,M25673,M25.673,"Stiffness of unspecified ankle, not elsewhere classified",1,1,1285275009,imo,NULL,NULL
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R12,R12,Heartburn,1,1,57630001,imo,4239938,First trimester pregnancy
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G939,G93.9,"Disorder of brain, unspecified",1,1,12738006,imo,4133034,Brain structure
Diabetes mellitus with complication,Diabetes mellitus,E13311,E13.311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,1,1,193720009,imo,4103740,"Better eye: moderate visual impairment, Lesser eye: profound visual impairment"
Neurocognitive disorders,Dementia,F0280,F02.80,Dementia in other diseases classified elsewhere without behavioral disturbance,1,1,1259476008,imo,NULL,NULL
Other general signs and symptoms,Edema,R6889,R68.89,Other general symptoms and signs,1,1,440771000124101,imo,763434,Excessive intake of biotin
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I80212,I80.212,Phlebitis and thrombophlebitis of left iliac vein,1,1,15968861000119105,imo,608964,Left iliac vein thrombophlebitis
Other specified and unspecified skin disorders,Hair loss,L658,L65.8,Other specified nonscarring hair loss,1,1,403331000,imo,4296350,Marginal alopecia
Pressure ulcer of skin,Pressure ulcer,L89892,L89.892,"Pressure ulcer of other site, stage 2",1,1,95345008,imo,74719,Ulcer of foot
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G909,G90.9,"Disorder of the autonomic nervous system, unspecified",1,1,860880003,imo,3655337,Hyperhidrosis due to autonomic dysregulation
Diabetes mellitus with complication,Diabetes mellitus,E1043,E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,1,1,713702000,imo,37017429,Gastroparesis due to type 1 diabetes mellitus
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,O2220,O22.20,"Superficial thrombophlebitis in pregnancy, unspecified trimester",1,1,308136002,imo,4146460,Superficial thrombophlebitis in pregnancy
Pressure ulcer of skin,Pressure ulcer,L89613,L89.613,"Pressure ulcer of right heel, stage 3",1,1,830072004,imo,3654309,Ulcer of right foot
Diabetes mellitus with complication,Diabetes mellitus,E1065,E10.65,Type 1 diabetes mellitus with hyperglycemia,1,1,312905005,imo,376114,Severe nonproliferative retinopathy due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E103513,E10.3513,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",1,1,312912001,imo,380097,Macular edema due to diabetes mellitus
Other specified and unspecified skin disorders,Hair loss,L658,L65.8,Other specified nonscarring hair loss,1,1,783205005,imo,37203833,Alopecia antibody deficiency
Respiratory signs and symptoms,Dyspnea,R0682,R06.82,"Tachypnea, not elsewhere classified",1,1,271823003,imo,317376,Tachypnea
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,O871,O87.1,Deep phlebothrombosis in the puerperium,1,1,56272000,imo,438820,Deep venous thrombosis in puerperium
Diabetes mellitus with complication,Diabetes mellitus,E11351,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,408414006,imo,4252356,O/E - left eye proliferative diabetic retinopathy
Diabetes mellitus with complication,Diabetes mellitus,E0844,E08.44,Diabetes mellitus due to underlying condition with diabetic amyotrophy,1,1,710815001,imo,46272451,Long-term current use of insulin
Other general signs and symptoms,Edema,R609,R60.9,"Edema, unspecified",1,1,65124004,imo,4275722,Swelling
Diabetes mellitus with complication,Diabetes mellitus,E1129,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,1,1,170763003,imo,4016045,Diabetic - good control
Diabetes mellitus with complication,Diabetes mellitus,E1139,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1,1,397543001,imo,4265434,Mild visual impairment
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82819,I82.819,Embolism and thrombosis of superficial veins of unspecified lower extremity,1,1,439129009,imo,4208466,Thrombosis of blood vessel
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,774070008,imo,36674473,"FBLN1-related developmental delay, central nervous system anomaly, syndactyly syndrome"
Diabetes mellitus with complication,Diabetes mellitus,E11341,E11.341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,1,1,16169003,imo,380719,Impairment level: one eye: moderate impairment: other eye: normal vision
Nervous system signs and symptoms,Cognitive problems,R258,R25.8,Other abnormal involuntary movements,1,1,53194005,imo,4180570,Posthemiplegic athetosis
Other specified and unspecified skin disorders,Hair loss,L7452,L74.52,Secondary focal hyperhidrosis,1,1,1254888003,imo,NULL,NULL
Other general signs and symptoms,Edema,R29898,R29.898,Other symptoms and signs involving the musculoskeletal system,1,1,16018391000119104,imo,36687184,Paresis of left lower limb
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G935,G93.5,Compression of brain,1,1,1259118006,imo,NULL,NULL
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I8290,I82.90,Acute embolism and thrombosis of unspecified vein,1,1,74211002,imo,4253216,Propagating thrombus
Other specified upper respiratory infections,Acute pharyngitis,J040,J04.0,Acute laryngitis,1,1,427780002,imo,4175650,Laryngitis due to gastroesophageal reflux
Other general signs and symptoms,Edema,R29898,R29.898,Other symptoms and signs involving the musculoskeletal system,1,1,298256005,imo,4179168,Joint warm
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,409033001,imo,4254371,Altered growth and development
"Musculoskeletal pain, not low back pain",Joint pain,M25571,M25.571,Pain in right ankle and joints of right foot,1,1,12247571000119109,imo,36712824,Bilateral foot joint pain
Diabetes mellitus with complication,Diabetes mellitus,E083393,E08.3393,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",1,1,397542006,imo,4288371,Moderate visual impairment
Other general signs and symptoms,Edema,R252,R25.2,Cramp and spasm,1,1,406119002,imo,4227252,Toe finding
Pressure ulcer of skin,Pressure ulcer,L89116,L89.116,Pressure-induced deep tissue damage of right upper back,1,1,282765009,imo,4154165,Upper back injury
Other general signs and symptoms,Edema,R6889,R68.89,Other general symptoms and signs,1,1,246802000,imo,4080845,Short palpebral fissure
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J9809,J98.09,"Other diseases of bronchus, not elsewhere classified",1,1,79997005,imo,4198037,Calcification of bronchus
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82210,I82.210,Acute embolism and thrombosis of superior vena cava,1,1,472781008,imo,43020901,Acquired occlusion of superior vena cava
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82402,I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,1,1,429098002,imo,4327889,Thromboembolism of vein
Nervous system signs and symptoms,Cognitive problems,R2689,R26.89,Other abnormalities of gait and mobility,1,1,4468000,imo,4259123,Oppenheim's gait
"Musculoskeletal pain, not low back pain",Joint pain,M79672,M79.672,Pain in left foot,1,1,263061006,imo,4138157,Subluxation of foot joint
Other general signs and symptoms,Edema,R52,R52,"Pain, unspecified",1,1,247348008,imo,4082445,Tenderness
Diabetes mellitus with complication,Diabetes mellitus,E08349,E08.349,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema,1,1,399873008,imo,4266637,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1169,E11.69,Type 2 diabetes mellitus with other specified complication,1,1,371632003,imo,380834,Coma
"Musculoskeletal pain, not low back pain",Joint pain,M79609,M79.609,Pain in unspecified limb,1,1,302293008,imo,138239,Finding of limb structure
Sleep wake disorders,Sleep disorders,G4759,G47.59,Other parasomnia,1,1,445112001,imo,40482080,Sleep related hallucinations
Sleep wake disorders,Sleep disorders,G479,G47.9,"Sleep disorder, unspecified",1,1,191999000,imo,434904,Persistent hypersomnia
Diabetes mellitus with complication,Diabetes mellitus,E11329,E11.329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,1,1,111518009,imo,378758,"Impairment level: better eye: severe impairment: lesser eye: blind, not further specified"
Anemia,Anemia,D648,D64.8,Other specified anemias,1,1,271737000,imo,439777,Anemia
Diabetes mellitus with complication,Diabetes mellitus,E13311,E13.311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,1,1,399864000,imo,4162095,Macular edema not clinically significant due to diabetes mellitus
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82819,I82.819,Embolism and thrombosis of superficial veins of unspecified lower extremity,1,1,709597002,imo,46271471,Acute thrombosis of superficial vein of lower limb
Diabetes mellitus with complication,Diabetes mellitus,E083213,E08.3213,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral",1,1,368711000119106,imo,37016356,Mild nonproliferative retinopathy due to secondary diabetes mellitus
Other general signs and symptoms,Edema,R6889,R68.89,Other general symptoms and signs,1,1,228156007,imo,4041136,Intellectual functioning disability
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G9609,G96.09,Other spinal cerebrospinal fluid leak,1,1,611641000124103,imo,NULL,NULL
Headache; including migraine,Headache,G4381,G43.81,"Other migraine, intractable",1,1,NULL,imo,NULL,NULL
Other general signs and symptoms,Edema,R99,R99,Ill-defined and unknown cause of mortality,1,1,441760003,imo,40480476,Unattended death of unknown cause
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G9341,G93.41,Metabolic encephalopathy,1,1,200196001,imo,4065753,Puerperal sepsis with postnatal complication
Respiratory signs and symptoms,Dyspnea,R0902,R09.02,Hypoxemia,1,1,1187181009,imo,NULL,NULL
Nervous system signs and symptoms,Cognitive problems,R4789,R47.89,Other speech disturbances,1,1,64712007,imo,4273392,Echolalia
Diabetes mellitus with complication,Diabetes mellitus,E08319,E08.319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,1,1,63511007,imo,381007,Impairment level: better eye: profound impairment: lesser eye: not further specified
Nervous system signs and symptoms,Cognitive problems,R262,R26.2,"Difficulty in walking, not elsewhere classified",1,1,419518009,imo,4305027,Finding of ankle or foot
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R195,R19.5,Other fecal abnormalities,1,1,449191000124109,imo,763970,Frothy stool
Pressure ulcer of skin,Pressure ulcer,L89891,L89.891,"Pressure ulcer of other site, stage 1",1,1,11852741000119101,imo,760817,Injury of toe of left foot
Neurocognitive disorders,Dementia,F05,F05,Delirium due to known physiological condition,1,1,191501001,imo,4101145,"Acute confusional state, post-traumatic"
Diabetes mellitus with complication,Diabetes mellitus,E083293,E08.3293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",1,1,86643000,imo,376689,Impairment level: severe impairment of both eyes
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I803,I80.3,"Phlebitis and thrombophlebitis of lower extremities, unspecified",1,1,1149472000,imo,607311,Thrombophlebitis of bilateral lower limbs in pregnancy
Pressure ulcer of skin,Pressure ulcer,L89613,L89.613,"Pressure ulcer of right heel, stage 3",1,1,29871000175109,imo,NULL,NULL
Diabetes mellitus with complication,Diabetes mellitus,E10349,E10.349,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,1,1,420486006,imo,4221344,Exudative maculopathy due to type 1 diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E10351,E10.351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,46635009,imo,201254,Type 1 diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E11349,E11.349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,1,1,193707006,imo,4104385,"Better eye: profound visual impairment, Lesser eye: near total visual impairment"
Diabetes mellitus with complication,Diabetes mellitus,E10329,E10.329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,1,1,399871005,imo,4266041,Visually threatening diabetic retinopathy
Other specified and unspecified gastrointestinal disorders,Constipation,K6389,K63.89,Other specified diseases of intestine,1,1,11683003,imo,4024250,Malakoplakia of colon
