,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
817,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.00,"Insomnia, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
818,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.01,Insomnia due to medical condition,Diseases of the Nervous System,Diseases of the Nervous System
819,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.09,Other insomnia,Diseases of the Nervous System,Diseases of the Nervous System
820,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.1,Hypersomnia,Diseases of the Nervous System,Diseases of the Nervous System
821,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.10,"Hypersomnia, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
822,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.11,Idiopathic hypersomnia with long sleep time,Diseases of the Nervous System,Diseases of the Nervous System
823,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.12,Idiopathic hypersomnia without long sleep time,Diseases of the Nervous System,Diseases of the Nervous System
824,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.13,Recurrent hypersomnia,Diseases of the Nervous System,Diseases of the Nervous System
825,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.14,Hypersomnia due to medical condition,Diseases of the Nervous System,Diseases of the Nervous System
826,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.19,Other hypersomnia,Diseases of the Nervous System,Diseases of the Nervous System
827,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.2,Circadian rhythm sleep disorders,Diseases of the Nervous System,Diseases of the Nervous System
828,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.20,"Circadian rhythm sleep disorder, unspecified type",Diseases of the Nervous System,Diseases of the Nervous System
829,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.21,"Circadian rhythm sleep disorder, delayed sleep phase type",Diseases of the Nervous System,Diseases of the Nervous System
830,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.22,"Circadian rhythm sleep disorder, advanced sleep phase type",Diseases of the Nervous System,Diseases of the Nervous System
831,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.23,"Circadian rhythm sleep disorder, irregular sleep wake type",Diseases of the Nervous System,Diseases of the Nervous System
832,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.24,"Circadian rhythm sleep disorder, free running type",Diseases of the Nervous System,Diseases of the Nervous System
833,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.25,"Circadian rhythm sleep disorder, jet lag type",Diseases of the Nervous System,Diseases of the Nervous System
834,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.26,"Circadian rhythm sleep disorder, shift work type",Diseases of the Nervous System,Diseases of the Nervous System
835,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.27,Circadian rhythm sleep disorder in conditions classified elsewhere,Diseases of the Nervous System,Diseases of the Nervous System
836,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.29,Other circadian rhythm sleep disorder,Diseases of the Nervous System,Diseases of the Nervous System
837,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.3,Sleep apnea,Diseases of the Nervous System,Diseases of the Nervous System
838,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.30,"Sleep apnea, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
839,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.31,Primary central sleep apnea,Diseases of the Nervous System,Diseases of the Nervous System
840,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.32,High altitude periodic breathing,Diseases of the Nervous System,Diseases of the Nervous System
841,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.33,Obstructive sleep apnea (adult) (pediatric),Diseases of the Nervous System,Diseases of the Nervous System
842,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.34,Idiopathic sleep related nonobstructive alveolar hypoventilation,Diseases of the Nervous System,Diseases of the Nervous System
843,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.35,Congenital central alveolar hypoventilation syndrome,Diseases of the Nervous System,Diseases of the Nervous System
844,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.36,Sleep related hypoventilation in conditions classified elsewhere,Diseases of the Nervous System,Diseases of the Nervous System
845,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.37,Central sleep apnea in conditions classified elsewhere,Diseases of the Nervous System,Diseases of the Nervous System
846,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.39,Other sleep apnea,Diseases of the Nervous System,Diseases of the Nervous System
847,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.4,Narcolepsy and cataplexy,Diseases of the Nervous System,Diseases of the Nervous System
848,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.41,Narcolepsy,Diseases of the Nervous System,Diseases of the Nervous System
849,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.411,Narcolepsy with cataplexy,Diseases of the Nervous System,Diseases of the Nervous System
850,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.419,Narcolepsy without cataplexy,Diseases of the Nervous System,Diseases of the Nervous System
851,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.42,Narcolepsy in conditions classified elsewhere,Diseases of the Nervous System,Diseases of the Nervous System
852,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.421,Narcolepsy in conditions classified elsewhere with cataplexy,Diseases of the Nervous System,Diseases of the Nervous System
853,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.429,Narcolepsy in conditions classified elsewhere without cataplexy,Diseases of the Nervous System,Diseases of the Nervous System
854,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.5,Parasomnia,Diseases of the Nervous System,Diseases of the Nervous System
855,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.50,"Parasomnia, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
856,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.51,Confusional arousals,Diseases of the Nervous System,Diseases of the Nervous System
857,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.52,REM sleep behavior disorder,Diseases of the Nervous System,Diseases of the Nervous System
858,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.53,Recurrent isolated sleep paralysis,Diseases of the Nervous System,Diseases of the Nervous System
859,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.54,Parasomnia in conditions classified elsewhere,Diseases of the Nervous System,Diseases of the Nervous System
860,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.59,Other parasomnia,Diseases of the Nervous System,Diseases of the Nervous System
861,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.6,Sleep related movement disorders,Diseases of the Nervous System,Diseases of the Nervous System
862,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.61,Periodic limb movement disorder,Diseases of the Nervous System,Diseases of the Nervous System
863,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.62,Sleep related leg cramps,Diseases of the Nervous System,Diseases of the Nervous System
864,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.63,Sleep related bruxism,Diseases of the Nervous System,Diseases of the Nervous System
865,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.69,Other sleep related movement disorders,Diseases of the Nervous System,Diseases of the Nervous System
866,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.8,Other sleep disorders,Diseases of the Nervous System,Diseases of the Nervous System
867,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.9,"Sleep disorder, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
868,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,R06.3,Periodic breathing,Diseases of the Nervous System,Diseases of the Nervous System
869,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E08,Diabetes mellitus due to underlying condition,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
870,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E08.0,Diabetes mellitus due to underlying condition with hyperosmolarity,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
871,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.00,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
872,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
873,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E08.1,Diabetes mellitus due to underlying condition with ketoacidosis,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
874,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.10,Diabetes mellitus due to underlying condition with ketoacidosis without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
875,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.11,Diabetes mellitus due to underlying condition with ketoacidosis with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
876,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E08.2,Diabetes mellitus due to underlying condition with kidney complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
877,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.21,Diabetes mellitus due to underlying condition with diabetic nephropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
878,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
879,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E08.29,Diabetes mellitus due to underlying condition with other diabetic kidney complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
880,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E08.3,Diabetes mellitus due to underlying condition with ophthalmic complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
881,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E08.31,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
882,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E08.311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
883,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E08.319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
